Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Methicillin,Antiviral,Ointment,713 mg,Roche Holding AG,Pain,Prescription
Metformin,Antidiabetic,Syrup,629 mg,CSL Limited,Wound,Prescription
Methicillin,Antiviral,Injection,259 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Acetaminophen,Antifungal,Injection,129 mg,AstraZeneca plc,Pain,Prescription
Clarithromycin,Antiviral,Tablet,751 mg,Eli Lilly and Company,Virus,Over-the-Counter
Ibuprofen,Antipyretic,Ointment,741 mg,Biogen Inc.,Virus,Prescription
Dextromethorphan,Antibiotic,Capsule,702 mg,Sanofi S.A.,Wound,Prescription
Ketoprofen,Antiseptic,Ointment,811 mg,Pfizer Inc.,Fungus,Over-the-Counter
Ibuprofen,Antiseptic,Inhaler,692 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Clarithromycin,Analgesic,Tablet,946 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Metronidazole,Antidepressant,Inhaler,904 mg,Biogen Inc.,Fever,Over-the-Counter
Amoxicillin,Antibiotic,Cream,300 mg,CSL Limited,Fungus,Prescription
Cefazolin,Antibiotic,Inhaler,808 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Clarithromycin,Antifungal,Inhaler,337 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxicillin,Antiseptic,Injection,718 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetaminophen,Antiviral,Tablet,92 mg,"Merck & Co., Inc.",Diabetes,Prescription
Ketoprofen,Antidiabetic,Ointment,829 mg,Novo Nordisk A/S,Fever,Prescription
Metformin,Antifungal,Injection,112 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Paracetamol,Antidiabetic,Syrup,971 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Amoxicillin,Antifungal,Cream,676 mg,Eli Lilly and Company,Fever,Over-the-Counter
Paracetamol,Antidepressant,Inhaler,313 mg,Roche Holding AG,Diabetes,Over-the-Counter
Amoxicillin,Antidepressant,Syrup,451 mg,CSL Limited,Depression,Over-the-Counter
Amoxicillin + Metronidazole,Antidiabetic,Syrup,495 mg,Biogen Inc.,Fever,Prescription
Amoxicillin,Analgesic,Inhaler,21 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibuprofen,Antidepressant,Inhaler,17 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Clarithromycin,Antiviral,Syrup,572 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Ibuprofen,Antidepressant,Cream,149 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Metformin,Antiviral,Ointment,786 mg,Amgen Inc.,Wound,Over-the-Counter
Clarithromycin,Antidepressant,Syrup,562 mg,CSL Limited,Fever,Prescription
Paracetamol,Antidepressant,Syrup,675 mg,Pfizer Inc.,Fungus,Over-the-Counter
Paracetamol,Analgesic,Ointment,486 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dextromethorphan,Analgesic,Capsule,49 mg,Sanofi S.A.,Virus,Over-the-Counter
Paracetamol,Analgesic,Ointment,288 mg,Johnson & Johnson,Pain,Prescription
Cefixime,Antifungal,Inhaler,889 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Clarithromycin,Antidepressant,Ointment,616 mg,CSL Limited,Fungus,Prescription
Ibuprofen,Antiviral,Capsule,242 mg,Johnson & Johnson,Diabetes,Prescription
Acetaminophen,Analgesic,Syrup,611 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Clarithromycin,Antipyretic,Injection,182 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Cefalexin,Antiseptic,Injection,417 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Methicillin,Antidiabetic,Cream,659 mg,Sanofi S.A.,Wound,Prescription
Paracetamol,Antibiotic,Syrup,469 mg,AstraZeneca plc,Virus,Over-the-Counter
Amoxicillin,Antidepressant,Syrup,338 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Ibuprofen,Antiseptic,Ointment,129 mg,AstraZeneca plc,Pain,Prescription
Paracetamol,Antidiabetic,Inhaler,690 mg,Pfizer Inc.,Virus,Over-the-Counter
Acetaminophen,Antidepressant,Inhaler,895 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Clarithromycin,Analgesic,Syrup,814 mg,Sanofi S.A.,Pain,Prescription
Paracetamol,Antipyretic,Cream,892 mg,Pfizer Inc.,Diabetes,Prescription
Amoxicillin + Metronidazole,Antiviral,Syrup,858 mg,AstraZeneca plc,Depression,Over-the-Counter
Ibuprofen,Analgesic,Ointment,217 mg,Biogen Inc.,Fever,Over-the-Counter
Acyclovir,Antiviral,Drops,617 mg,AstraZeneca plc,Diabetes,Prescription
Acetaminophen,Antidepressant,Cream,66 mg,Amgen Inc.,Fungus,Prescription
Dextromethorphan,Antidiabetic,Inhaler,422 mg,Novo Nordisk A/S,Fever,Prescription
Clarithromycin,Antidiabetic,Capsule,356 mg,AbbVie Inc.,Wound,Prescription
Dextromethorphan,Antiviral,Injection,943 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Acetaminophen,Antifungal,Cream,928 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Metformin,Antibiotic,Cream,838 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextromethorphan,Antipyretic,Drops,458 mg,Novo Nordisk A/S,Depression,Prescription
Amoxicillin,Antidiabetic,Tablet,944 mg,Johnson & Johnson,Fever,Prescription
Acetaminophen,Antiviral,Inhaler,769 mg,Sanofi S.A.,Virus,Prescription
Amoxicillin,Antiviral,Syrup,290 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Paracetamol,Antidepressant,Inhaler,987 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Acetaminophen,Antiviral,Capsule,609 mg,Eli Lilly and Company,Virus,Prescription
Acetaminophen,Antiseptic,Cream,944 mg,Novartis AG,Virus,Over-the-Counter
Amoxicillin,Antibiotic,Inhaler,905 mg,Novo Nordisk A/S,Infection,Prescription
Methicillin,Antiviral,Tablet,414 mg,Eli Lilly and Company,Wound,Prescription
Amoxicillin,Antibiotic,Cream,594 mg,Sanofi S.A.,Depression,Prescription
Cefalexin,Antipyretic,Cream,858 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefoperazone,Antiviral,Cream,255 mg,CSL Limited,Diabetes,Prescription
Acetaminophen,Antibiotic,Syrup,565 mg,Novartis AG,Infection,Over-the-Counter
Cefazolin,Antifungal,Inhaler,526 mg,Sanofi S.A.,Depression,Prescription
Amoxicillin,Analgesic,Ointment,941 mg,Bristol-Myers Squibb Company,Virus,Prescription
Clarithromycin,Antiviral,Ointment,147 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Acetaminophen,Antiseptic,Ointment,357 mg,Novo Nordisk A/S,Wound,Prescription
Cefazolin,Antidiabetic,Injection,116 mg,Johnson & Johnson,Infection,Over-the-Counter
Metformin,Antipyretic,Ointment,908 mg,Novartis AG,Infection,Prescription
Metronidazole,Antiviral,Ointment,962 mg,"Merck & Co., Inc.",Fever,Prescription
Metronidazole,Antiseptic,Tablet,928 mg,Roche Holding AG,Depression,Over-the-Counter
Ibuprofen,Antipyretic,Injection,438 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Paracetamol,Antipyretic,Syrup,220 mg,Roche Holding AG,Diabetes,Over-the-Counter
Paracetamol,Antidepressant,Injection,6 mg,"Gilead Sciences, Inc.",Virus,Prescription
Metformin,Antiseptic,Ointment,618 mg,Novartis AG,Fever,Over-the-Counter
Ibuprofen,Analgesic,Tablet,412 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Metronidazole,Antiviral,Drops,831 mg,Biogen Inc.,Fever,Over-the-Counter
Acetaminophen,Antipyretic,Drops,141 mg,Biogen Inc.,Diabetes,Over-the-Counter
Paracetamol,Analgesic,Inhaler,430 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Amoxicillin,Analgesic,Capsule,966 mg,"Merck & Co., Inc.",Wound,Prescription
Acetaminophen,Analgesic,Tablet,361 mg,CSL Limited,Fever,Prescription
Cefmetazole,Antibiotic,Cream,812 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Ibuprofen,Antifungal,Cream,802 mg,Amgen Inc.,Virus,Over-the-Counter
Dextromethorphan,Antibiotic,Capsule,85 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Dextromethorphan,Antifungal,Injection,378 mg,Novartis AG,Fever,Over-the-Counter
Amoxicillin,Antidiabetic,Syrup,134 mg,Pfizer Inc.,Fever,Prescription
Cefixime,Antiviral,Cream,457 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dextromethorphan,Antifungal,Ointment,640 mg,Novartis AG,Virus,Over-the-Counter
Amoxicillin,Antidepressant,Ointment,297 mg,Bayer AG,Virus,Over-the-Counter
Dextromethorphan,Antidiabetic,Injection,998 mg,AstraZeneca plc,Wound,Prescription
Acetaminophen,Antidiabetic,Injection,923 mg,Johnson & Johnson,Fungus,Prescription
Amoxicillin,Antifungal,Injection,231 mg,Eli Lilly and Company,Fungus,Prescription
Dextromethorphan,Antidepressant,Drops,457 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Paracetamol,Antiviral,Inhaler,569 mg,AstraZeneca plc,Virus,Over-the-Counter
Dextromethorphan,Antiviral,Capsule,636 mg,Novartis AG,Fever,Prescription
Amoxicillin,Antiviral,Cream,87 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Paracetamol,Antiviral,Drops,8 mg,Amgen Inc.,Diabetes,Prescription
Paracetamol,Antibiotic,Capsule,783 mg,Novo Nordisk A/S,Diabetes,Prescription
Dextromethorphan,Antipyretic,Cream,394 mg,Bayer AG,Fever,Over-the-Counter
Amoxicillin + Metronidazole,Antibiotic,Syrup,940 mg,Pfizer Inc.,Fever,Prescription
Paracetamol,Antibiotic,Ointment,630 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dextromethorphan,Antidiabetic,Tablet,29 mg,Novartis AG,Fungus,Over-the-Counter
Metoprolol,Antifungal,Ointment,35 mg,AstraZeneca plc,Fever,Prescription
Dextromethorphan,Antiseptic,Cream,291 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuprofen,Analgesic,Capsule,262 mg,CSL Limited,Fever,Prescription
Dextromethorphan,Antiseptic,Tablet,640 mg,Novartis AG,Virus,Prescription
Ibuprofen,Antiseptic,Cream,104 mg,Novartis AG,Depression,Over-the-Counter
Cephalexin,Analgesic,Cream,410 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Ibuprofen,Antidepressant,Tablet,930 mg,Roche Holding AG,Fungus,Prescription
Ibuprofen,Antiseptic,Cream,650 mg,Amgen Inc.,Infection,Over-the-Counter
Clarithromycin,Antidepressant,Cream,143 mg,AstraZeneca plc,Infection,Prescription
Clarithromycin,Antiviral,Capsule,20 mg,Novartis AG,Infection,Over-the-Counter
Dextromethorphan,Antiviral,Capsule,550 mg,Novartis AG,Pain,Over-the-Counter
Clindamycin,Antiseptic,Injection,58 mg,AbbVie Inc.,Virus,Over-the-Counter
Ibuprofen,Analgesic,Tablet,270 mg,AbbVie Inc.,Pain,Over-the-Counter
Ibuprofen,Antibiotic,Inhaler,837 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Ibuprofen,Antipyretic,Tablet,29 mg,AstraZeneca plc,Fever,Prescription
Ibuprofen,Antidepressant,Tablet,129 mg,Roche Holding AG,Depression,Prescription
Dextromethorphan,Antiviral,Tablet,133 mg,Sanofi S.A.,Virus,Over-the-Counter
Ibuprofen,Antipyretic,Syrup,943 mg,"Gilead Sciences, Inc.",Fever,Prescription
Metronidazole,Antiseptic,Inhaler,530 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetaminophen,Antidiabetic,Injection,413 mg,Roche Holding AG,Diabetes,Over-the-Counter
Ibuprofen,Antidiabetic,Inhaler,546 mg,Roche Holding AG,Diabetes,Prescription
Metformin,Antiviral,Injection,658 mg,Novartis AG,Infection,Prescription
Amoxicillin,Antidiabetic,Drops,976 mg,Amgen Inc.,Infection,Prescription
Methicillin,Antidepressant,Inhaler,820 mg,Novartis AG,Virus,Prescription
Metronidazole,Analgesic,Drops,172 mg,Johnson & Johnson,Fungus,Over-the-Counter
Acetaminophen,Analgesic,Tablet,290 mg,Amgen Inc.,Pain,Prescription
Metronidazole,Antibiotic,Ointment,393 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Dextromethorphan,Antiviral,Drops,723 mg,GlaxoSmithKline plc,Pain,Prescription
Paracetamol,Antiseptic,Tablet,109 mg,Bayer AG,Wound,Over-the-Counter
Ibuprofen,Antidepressant,Syrup,645 mg,Pfizer Inc.,Pain,Prescription
Cephalexin,Antibiotic,Inhaler,384 mg,AstraZeneca plc,Virus,Prescription
Dextromethorphan,Antifungal,Capsule,167 mg,Pfizer Inc.,Depression,Over-the-Counter
Paracetamol,Antidiabetic,Drops,292 mg,Biogen Inc.,Diabetes,Prescription
Clarithromycin,Antiseptic,Drops,731 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Paracetamol,Antifungal,Cream,881 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Ibuprofen,Antidiabetic,Cream,120 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Acyclovir,Antiviral,Inhaler,154 mg,CSL Limited,Fever,Prescription
Methicillin,Analgesic,Inhaler,291 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Metronidazole,Antifungal,Capsule,630 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Clarithromycin,Analgesic,Capsule,65 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Amoxicillin,Analgesic,Capsule,74 mg,Bayer AG,Wound,Prescription
Ibuprofen,Antipyretic,Tablet,685 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Amoxicillin,Antipyretic,Capsule,672 mg,Amgen Inc.,Wound,Prescription
Ibuprofen,Antibiotic,Ointment,430 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Dextromethorphan,Antifungal,Drops,222 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetaminophen,Analgesic,Inhaler,5 mg,Sanofi S.A.,Depression,Over-the-Counter
Ibuprofen,Antiviral,Drops,728 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Cefalexin,Analgesic,Cream,464 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Metronidazole,Antidepressant,Drops,696 mg,Bayer AG,Virus,Prescription
Cefadroxil,Antiseptic,Injection,876 mg,Novartis AG,Diabetes,Prescription
Ibuprofen,Antifungal,Cream,484 mg,Novartis AG,Fever,Over-the-Counter
Ibuprofen,Antipyretic,Ointment,954 mg,Amgen Inc.,Fungus,Prescription
Ibuprofen,Antipyretic,Syrup,337 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acetaminophen,Antibiotic,Drops,64 mg,Roche Holding AG,Pain,Over-the-Counter
Paracetamol,Antidiabetic,Ointment,816 mg,CSL Limited,Infection,Over-the-Counter
Paracetamol,Antifungal,Injection,994 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dextromethorphan,Analgesic,Capsule,137 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Cefadroxil,Antibiotic,Ointment,179 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Acetaminophen,Antipyretic,Injection,848 mg,Johnson & Johnson,Fever,Over-the-Counter
Amoxicillin,Antidiabetic,Tablet,202 mg,Bayer AG,Diabetes,Over-the-Counter
Cefalexin,Antidepressant,Tablet,810 mg,"Merck & Co., Inc.",Virus,Prescription
Cefoperazone,Antifungal,Tablet,502 mg,AstraZeneca plc,Depression,Prescription
Amoxicillin,Antiseptic,Syrup,470 mg,Novo Nordisk A/S,Fungus,Prescription
Clindamycin,Antidiabetic,Injection,191 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Ibuprofen,Antiseptic,Capsule,874 mg,Bayer AG,Depression,Over-the-Counter
Metronidazole,Analgesic,Syrup,220 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Methicillin,Antibiotic,Capsule,272 mg,CSL Limited,Depression,Prescription
Ketoprofen,Antiseptic,Inhaler,164 mg,Sanofi S.A.,Fungus,Over-the-Counter
Ibuprofen,Antifungal,Ointment,32 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Amoxicillin,Antiviral,Tablet,150 mg,Biogen Inc.,Infection,Over-the-Counter
Paracetamol,Antibiotic,Ointment,692 mg,Novo Nordisk A/S,Wound,Prescription
Amoxicillin,Antifungal,Cream,880 mg,Pfizer Inc.,Fever,Over-the-Counter
Cephalexin,Antiseptic,Ointment,759 mg,Roche Holding AG,Depression,Over-the-Counter
Acetaminophen,Antidepressant,Ointment,403 mg,Pfizer Inc.,Depression,Prescription
Metformin,Antiseptic,Injection,173 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibuprofen,Antiseptic,Tablet,857 mg,Novo Nordisk A/S,Diabetes,Prescription
Methicillin,Antipyretic,Drops,518 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefmetazole,Antiviral,Drops,90 mg,AstraZeneca plc,Wound,Over-the-Counter
Amoxicillin,Antibiotic,Ointment,269 mg,AbbVie Inc.,Fever,Prescription
Acetaminophen,Antipyretic,Inhaler,212 mg,Eli Lilly and Company,Infection,Prescription
Clarithromycin,Antiseptic,Drops,284 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuprofen,Antiviral,Tablet,572 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Paracetamol,Antifungal,Capsule,792 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,704 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Paracetamol,Antipyretic,Drops,554 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Dextromethorphan,Antidiabetic,Cream,680 mg,CSL Limited,Virus,Prescription
Dextromethorphan,Antibiotic,Capsule,549 mg,Sanofi S.A.,Infection,Over-the-Counter
Amoxicillin,Antifungal,Drops,523 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antibiotic,Drops,507 mg,Novo Nordisk A/S,Virus,Prescription
Cefazolin,Antipyretic,Drops,357 mg,Amgen Inc.,Virus,Over-the-Counter
Paracetamol,Analgesic,Cream,369 mg,Novartis AG,Diabetes,Over-the-Counter
Ibuprofen,Antiseptic,Ointment,668 mg,Roche Holding AG,Virus,Over-the-Counter
Ibuprofen,Antidepressant,Syrup,636 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Clarithromycin,Analgesic,Inhaler,826 mg,Novartis AG,Fungus,Over-the-Counter
Dextromethorphan,Antidepressant,Capsule,877 mg,CSL Limited,Depression,Over-the-Counter
Clarithromycin,Antiseptic,Ointment,574 mg,Bayer AG,Fungus,Over-the-Counter
Cefadroxil,Antifungal,Syrup,359 mg,GlaxoSmithKline plc,Infection,Prescription
Cefoperazone,Antifungal,Drops,430 mg,Bristol-Myers Squibb Company,Fever,Prescription
Ibuprofen,Antiseptic,Cream,384 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibuprofen,Antibiotic,Tablet,323 mg,CSL Limited,Wound,Prescription
Metronidazole,Antifungal,Ointment,312 mg,AbbVie Inc.,Virus,Over-the-Counter
Ibuprofen,Analgesic,Drops,864 mg,AstraZeneca plc,Pain,Over-the-Counter
Ibuprofen,Antiseptic,Cream,372 mg,AbbVie Inc.,Pain,Prescription
Paracetamol,Antiviral,Ointment,124 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Clarithromycin,Antidepressant,Cream,854 mg,Pfizer Inc.,Fever,Over-the-Counter
Amoxicillin,Analgesic,Tablet,835 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Acetaminophen,Analgesic,Tablet,528 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibuprofen,Antifungal,Cream,98 mg,AstraZeneca plc,Pain,Prescription
Paracetamol,Antibiotic,Capsule,396 mg,Pfizer Inc.,Virus,Prescription
Cefoperazone,Antifungal,Ointment,868 mg,Biogen Inc.,Infection,Over-the-Counter
Acetaminophen,Antiviral,Injection,452 mg,AstraZeneca plc,Pain,Prescription
Paracetamol,Antidepressant,Cream,21 mg,Novartis AG,Fever,Over-the-Counter
Dextromethorphan,Analgesic,Drops,8 mg,AstraZeneca plc,Pain,Prescription
Paracetamol,Antifungal,Inhaler,119 mg,CSL Limited,Virus,Over-the-Counter
Dextromethorphan,Antidiabetic,Ointment,399 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Paracetamol,Antibiotic,Inhaler,124 mg,Biogen Inc.,Wound,Prescription
Clarithromycin,Antipyretic,Inhaler,625 mg,Roche Holding AG,Diabetes,Prescription
Metformin,Antifungal,Syrup,503 mg,Johnson & Johnson,Fungus,Prescription
Dextromethorphan,Antidepressant,Injection,654 mg,AbbVie Inc.,Fungus,Over-the-Counter
Cefixime,Antidiabetic,Tablet,320 mg,Roche Holding AG,Fever,Over-the-Counter
Clarithromycin,Antifungal,Capsule,98 mg,Johnson & Johnson,Pain,Prescription
Dextromethorphan,Antiviral,Capsule,383 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Paracetamol,Antiviral,Capsule,780 mg,"Merck & Co., Inc.",Pain,Prescription
Dextromethorphan,Antidiabetic,Inhaler,412 mg,AstraZeneca plc,Wound,Over-the-Counter
Metformin,Antiviral,Capsule,774 mg,AstraZeneca plc,Fever,Prescription
Amoxicillin,Antiseptic,Ointment,209 mg,Novo Nordisk A/S,Fungus,Prescription
Cefmetazole,Antidepressant,Injection,692 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metoprolol,Antidiabetic,Drops,609 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Acetaminophen,Analgesic,Capsule,469 mg,Novartis AG,Virus,Prescription
Paracetamol,Antidepressant,Syrup,992 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Paracetamol,Antidepressant,Tablet,932 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Paracetamol,Antipyretic,Ointment,142 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Metronidazole,Antipyretic,Drops,784 mg,Novartis AG,Pain,Over-the-Counter
Acetaminophen,Analgesic,Syrup,88 mg,Bristol-Myers Squibb Company,Wound,Prescription
Ibuprofen,Antidepressant,Ointment,44 mg,"Gilead Sciences, Inc.",Infection,Prescription
Ibuprofen,Antidiabetic,Capsule,165 mg,Novartis AG,Diabetes,Prescription
Ibuprofen,Analgesic,Drops,681 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetaminophen,Antipyretic,Drops,942 mg,"Merck & Co., Inc.",Fever,Prescription
Dextromethorphan,Antiseptic,Capsule,779 mg,Bayer AG,Wound,Over-the-Counter
Ibuprofen,Analgesic,Capsule,625 mg,Novo Nordisk A/S,Diabetes,Prescription
Dextromethorphan,Antipyretic,Inhaler,826 mg,Roche Holding AG,Wound,Prescription
Clarithromycin,Antidiabetic,Inhaler,93 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarithromycin,Antibiotic,Ointment,976 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Acetaminophen,Antipyretic,Cream,687 mg,Bayer AG,Virus,Prescription
Paracetamol,Antipyretic,Inhaler,141 mg,Sanofi S.A.,Fungus,Over-the-Counter
Clarithromycin,Antiviral,Inhaler,483 mg,Amgen Inc.,Diabetes,Prescription
Clarithromycin,Antifungal,Injection,753 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Dextromethorphan,Antibiotic,Cream,576 mg,AbbVie Inc.,Wound,Prescription
Dextromethorphan,Analgesic,Syrup,931 mg,Bayer AG,Diabetes,Over-the-Counter
Ibuprofen,Antiseptic,Injection,369 mg,Eli Lilly and Company,Pain,Prescription
Cefixime,Antiseptic,Inhaler,738 mg,CSL Limited,Fever,Over-the-Counter
Amoxicillin + Metronidazole,Antidepressant,Drops,993 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dextromethorphan,Analgesic,Injection,394 mg,Amgen Inc.,Virus,Over-the-Counter
Cefazolin,Antibiotic,Capsule,194 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Paracetamol,Antifungal,Drops,695 mg,Biogen Inc.,Depression,Over-the-Counter
Cefoperazone,Antipyretic,Injection,758 mg,AbbVie Inc.,Depression,Prescription
Amoxicillin,Antifungal,Capsule,212 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Clarithromycin,Antipyretic,Cream,560 mg,Eli Lilly and Company,Fever,Over-the-Counter
Methicillin,Antipyretic,Drops,740 mg,Sanofi S.A.,Depression,Over-the-Counter
Cefmetazole,Antifungal,Cream,516 mg,Bayer AG,Diabetes,Over-the-Counter
Paracetamol,Antiseptic,Capsule,698 mg,Johnson & Johnson,Infection,Prescription
